Hiligaynon,English
Mabilog ang porma sang sining bag-o nga lamesa.,The shape of this new table is round.
Mataliwis ang punta sang binangon.,The tip of the machete is sharp/pointed.
Matabo ang duta sa sining ulumhan.,The soil in this rice field is thick/dense.
Manipis ang takop sang aton banga.,The cover of our water jar is thin.
Madamol ang habol nga iya gintahi.,The blanket he/she sewed is thick.
Malipong ang porma sang aton binalaybay.,The form of our poem is winding/circular.
Matadlong ang lakat sang aton karosa.,The movement of our cart is straight.
Bakud ang sining daku nga haligi.,This big pillar is solid/sturdy.
Mahuyang ang aton kagamitan subong.,Our tools right now are weak/frail.
Mabug-at ang sako sang panyaga.,The sack of lunch is heavy.
Magang-an lang ang aton mga dala.,Our belongings are just light.
Malapad ang latagon sa unahan.,The field ahead is wide.
Mapiit ang agyan sa tunga sang kakahuyan.,The path in the middle of the woods is narrow.
Mataas ang bungsod sang mga anay.,The mound of the termites is high.
Manubo ang sanga sang paho.,The branch of the mango tree is low.
Mahumok ang aton bag-o nga ulunan.,Our new pillow is soft.
Matig-a ang unod sang sining luy-a.,The meat of this ginger is hard.
Masanag ang kasanag sang suga sa sala.,The light's brightness in the living room is bright.
Madulom ang sulod sang daku nga dispensa.,The inside of the big pantry is dark.
Maasin ang timpla sang sining sabaw.,The seasoning of this soup is salty.
Matam-is ang patubas nga tubo.,The harvested sugarcane is sweet.
Mapait ang sabor sang sining bulong.,The taste of this medicine is bitter.
Maaslum ang paho nga wala pa maluto.,The mango that is not yet ripe is sour.
Maparat ang tubig halin sa lawod.,The water from the deep sea is salty/briny.
Mahapdi ang pilas sa akon kamot.,The wound on my hand is stinging.
Makatul ang panit tungod sang yamog.,The skin is itchy because of the dew.
Mabugnaw ang tubig sa sulod sang banga.,The water inside the jar is cool.
Mainit ang asil sang adlaw sa udto.,The glare of the sun is hot at noon.
Maaliwansay ang panyempo sa guwa.,The weather outside is pleasant.
Mabaskog ang huni sang pispis.,The bird's chirping is strong.
Mahinay ang lakat sang sining sakayan.,The movement of this boat is slow.
Dasig ang paglumpat sang paka.,The frog's jumping is fast.
Mapunog ang aton grasya subong.,Our grace right now is full/abundant.
Ubos na ang aton mga liso.,Our seeds are all gone.
Puno na ang aton mga balayong.,Our bamboo containers are already full.
Sibu gid ang porma sang aton balisang.,The shape of our comb is exact/perfect.
Sobra ang karga sang aton trak.,The truck's load is excess/too much.
Kulang ang aton panapton para sa hablon.,Our cloth is lacking for the weaving.
Igo lang ang aton kusog para sa ubra.,Our strength is just enough for the work.
Barato ang bili sang sining baka.,The value of this cow is cheap.
Mahal ang presyo sang pilak subong.,The price of silver is expensive now.
Daku ang akon pagtuo sa inyo.,My faith in you is big.
Gamay lang ang sining pabilo.,This wick is just small.
Malig-on ang aton pag-inupdanay.,Our companionship is sturdy/strong.
Matum-ok ang aton pagpangabudlay.,Our labor is successful/concentrated.
Maugod gid ang sining mangunguma.,This farmer is very diligent.
Matutom kita sa aton mga obligasyon.,We are faithful to our obligations.
Maalwan ang tag-iya sang ulumhan.,The owner of the rice field is generous.
Matina-uron ang lakat sang aton binalaybay.,The flow of our poem is respectful/proper.
Malulo ang tingog sang kanta.,The song's voice is gentle.
Nakulbaan ako sa daku nga dagu-ob.,I am nervous at the big thunder.
Maisog ang aton pag-atubang sa unos.,Our facing of the storm is brave.
Maalam ang naghimo sining orasan.,The one who made this clock is wise.
Salamat sa inyo daku nga pasensya.,Thank you for your great patience.
Walay sapayan sa inyo kaalwan diri.,You're welcome for your generosity here.
Ambot kon san-o ini matapos.,I don't know when this will end.
Sin-o ang nagpili sang sining tina?,Who chose this dye?
Ako ang nagplano sang aton itineraryo.,I planned our itinerary.
"Hu-o, maayo man ang tanan subong.","Yes, everything is fine now."
Indi mag-untat sa pag-usisa sang dalan.,Do not stop examining the road.
Ginasiling ko sa inyo ang matuod.,I am telling you the truth.
Magpati kamo sa husto nga takna.,Believe in the right moment.
Patawara ako kon may sala ako.,Forgive me if I have a fault.
Pasayluha kami sa amon pagka-ulihi.,Forgive us for our lateness.
Kabay pa nga magdugay ang aton kasanag.,I hope our brightness lasts long.
Paalam na sa sining hapon.,Farewell at this afternoon.
Tubtob sa liwat naton nga pagkitaay.,Until our next meeting.
Mag-andam kamo sa inyo paglakat.,Be careful on your way.
"Amen, Dios mag-upod sa aton tanan.","Amen, God be with us all."
Maayo gid ang aton pag-inupdanay.,Our companionship is very good.
Indi mag-untat sa pag-ulikid sa kapwa.,Do not stop caring for your neighbor.
Masanag ang aton kabuwasan bwas.,Our future tomorrow is bright.
Malipayon kita sa sining grasya.,We are happy for this grace.
Salamat gid sang madamo sa inyo.,Thank you very much to you.
Walay sapayan sa inyo pag-abot.,You're welcome for your arrival.
Ari na ang akon paborito nga bituon.,Here is my favorite star.
Namit gid pamatian ang huni sang makina.,It feels good to hear the engine's sound.
Ubos na ang akon tion para diri.,My time for here is all gone.
Tapos na ang aton pagpangabudlay subong.,Our labor is finished for now.
Magpahuway na kita tanan sa balay.,Let us all rest at home now.
Maayong gab-i sa inyo tanan diri.,Good night to you all here.
Magtulog kamo sing maayo subong.,Sleep well right now.
Bugtaw kita sa kasanagon sang aga.,We will wake up at the dawn of the morning.
Mag-obra kita para sa aton pamilya.,Let's work for our family.
Ang ihibalo amo ang aton manggad.,Knowledge is our wealth.
Maayo gid ang aton padulungan bwas.,Our destination tomorrow is very good.
Indi mag-untat sa pagbinuligay kita.,Let us not stop helping each other.
Masanag ang aton padulungan pirme.,Our destination is always bright.
Ginasiling ko sa inyo ang matuod gid.,I am telling you the absolute truth.
Magpati kamo sa akon mga hambal.,Believe in my words.
Everyday Observations & Idiomatic Expressions,
Ambôt sa imo ah.,"I don't know with you. (Often implies ""I give up on you"" or ""Do whatever you want."")"
Layo sa tina-e.,Far from the intestines. (Refers to a minor wound; means it is not fatal or serious.)
Puros ka lang wakal.,You are all talk.
Nagapangluy-a gid ang akon lawas.,My body feels so lethargic/weak.
Daw mahulog ang akon tagipusuon.,"My heart feels like it's going to drop. (Feeling extremely nervous, anxious, or shocked.)"
Ginapusa mo ang akon ulo.,You are cracking my head. (You are giving me a severe headache / stressing me out.)
Wala sang lipod-lipod.,"Without covering up. (Being entirely frank, transparent, or honest.)"
Daw kanding nga ginapaligusan.,Like a goat being bathed. (Refers to someone who is making a huge fuss or hates taking a bath.)
Nagatindog ang akon balahibo.,"My body hair is standing. (I am getting goosebumps from fear, cold, or awe.)"
Wala sa hulog.,"Out of drop/rhythm. (Off-beat, out of place, or nonsensical.)"
Nagapang-init ang akon ulo.,My head is getting hot. (I am starting to get angry or irritated.)
Kutob sa masarangan.,Up to what can be borne. (To the absolute best of one's ability or capacity.)
Bukas nga palad.,Open palm. (Generous or welcoming.)
Lawom nga panghuna-huna.,Deep thinking. (Being lost in profound thought or worry.)
Ihaboy ang tuwalya.,Throw the towel. (To give up or surrender.)
Nagabaga nga balatyagon.,"Burning feelings. (Intense emotion, passion, or anger.)"
Pispis nga wala sang pugad.,"A bird without a nest. (A wanderer, a vagabond, or someone without a home.)"
Wala nagakambang ang sapat.,The animal doesn't have spots for nothing. (A person's true nature or bad reputation is usually based on facts.)
Malab-aw pa sa kumpas.,Exceeding the beat. (Going overboard or overreacting.)
Daw mautas ang akon ginhawa.,"My breath feels like it will snap. (Exhausted from laughing, crying, or running.)"
"Deep, Emotional & Literary Expressions",
Ginakaon sang kamingaw.,Consumed by loneliness.
Nagahagunos nga hangin.,"Howling or rushing wind. (Often used to describe a sudden, overwhelming force or change.)"
Ginapadalman sang buot.,"Deepening the will/mind. (Being extremely patient, forgiving, or understanding of someone's flaws.)"
Galinagatik ang ulan sa atop.,The rain is pattering loudly on the roof.
Nakibot ang akon ginhawa.,My breath caught. (Being suddenly startled or deeply shocked.)
Daw ginapitik sang kuryente.,"Like being flicked by electricity. (Feeling a sudden jolt of excitement, fear, or realization.)"
Hugot nga nagapati.,Firmly believing.
Nagapanalumdom sang mga inagihan.,Reminiscing on past experiences.
Ginpahidan sang dusa ang iya mga mata.,Suffering wiped his/her eyes. (Experiencing visible hardship or grief.)
Tubtob sa ulihi nga ginhawa.,Until the last breath.
Nagapanago ang sidlak sang adlaw sa likod sang mga gal-om.,The shine of the sun is hiding behind the dark clouds.
Ang limog nga nagapukaw sa kaagahon.,The voice that awakens the dawn.
Ginaputos sang kahadlok ang iya kaisog.,Fear is wrapping his/her bravery. (Trying to be brave despite feeling terrified.)
Mga tinaga nga daw tunok nga nagadulot sa panit.,Words like thorns that pierce the skin. (Hurtful or biting remarks.)
"Sa pihak sang mga pagtilaw, padayon kita nga magbangon.","In spite of the trials, we will continue to rise."
Practical & Social Contexts,
Indi magpadasudaso sa paghimo sang desisyon.,Do not be impulsive in making a decision.
Ginapangabay ko ang imo pag-unawa.,I am requesting your understanding.
Kabay pa nga buligan kita sang kahigayunan.,May opportunity/circumstance favor us.
Mag-andam ka pirme sa imo mga ginalaktan.,Always be careful on the paths you walk.
Kinahanglan naton tapuson ini bag-o magtunod ang adlaw.,We need to finish this before the sun sets.
Wala sing sablag kon luyag mo gid himuon.,There is no obstacle if you really want to do it.
Tagaan naton sang importansya ang mga butang nga mas kinahanglanon.,Let us give importance to the things that are more essential.
Nabug-atan na ako sa mga ginapapasan sa akon.,I am already weighed down by what is being burdened upon me.
"Indi tanan nga nagakinang, bulawan.",Not all that shines is gold. (Appearances can be deceiving.)
Magpabilin ka nga mapainubuson bisan pa madamo ka na sang nalab-ot.,Remain humble even if you have already achieved a lot.
Kinahanglan naton tumanon ang kasuguan.,We need to obey the law.
Ang tagsa ka tawo may kinamatarung.,Every person has a right.
Gindihon ang sining patakaran para sa tanan.,This policy was shaped for everyone.
Indi paglapasa ang aton talaksan.,Do not violate our standard/rule.
Malig-on ang aton pagsulundan diri.,Our regulation/rule here is sturdy.
Sin-o ang naghimo sining sugo?,Who made this command/order?
Ginadilian sang panguluhan ang pagpanghilabot.,The leadership/government forbids meddling.
Wala sing may makapugong sa aton kahilwayan.,No one can stop our freedom.
Matarung ang sining pamatbat sang katigulangan.,This verdict/judgment of the elders is righteous.
Bantayi ang imo kaugalingon sa paglapas.,Guard yourself against violating/trespassing.
Halangdon ang aton pangulo sa banwa.,Our leader/president in the town is honorable.
Nagapamati ang kagamhanan sa mga kubos.,The authority/power listens to the poor.
Sin-o ang magabulig sa manughusay?,Who will help the mediator/peacemaker?
Maalam ang aton kapitan sa pagdumala.,Our captain is wise in managing/governing.
Daku ang salig naton sa mga katigulangan.,Our trust in the elders is great.
Kinahanglan ta sang manuglaygay subong.,We need an advisor/counselor now.
Ang tiglawas sang banwa nag-abot na.,The representative of the town has arrived.
Maukod nga nagabantay ang mga tanod.,The guards/watchmen are persistently watching.
Gintugyan sa iya ang katungdanan.,The duty/office was entrusted to him/her.
Mapagsik ang aton mga pamatan-on sa pag-alagad.,Our youth are energetic in serving.
May daku kita nga pagtilipon bwas sa aga.,We have a big gathering/meeting tomorrow morning.
Ipaabot ang imo tingog sa labaw.,Relay your voice/vote to the higher-ups.
Nag-ugyon ang tanan sa sining kasugtanan.,Everyone united in this agreement.
Isa lang ang aton tulumuron diri.,We only have one goal/objective here.
Kinahanglan naton sang malinong nga bitala.,We need a peaceful discussion/debate.
Magpamati kamo sa panindugan sang kadam-an.,Listen to the stance/principle of the majority.
Gindumilian ang maghambal sing pamatok.,Speaking in opposition is forbidden.
Nagpasugot ang tagsa-tagsa sa hinun-anon.,Everyone agreed in the deliberation.
Ipakita ang inyo pag-ugyon sa proyekto.,Show your solidarity/cooperation in the project.
Matuman gid ang aton ginplano subong nga adlaw.,What we planned today will surely be fulfilled.
Gusto naton ang paghidaet sa aton komunidad.,We want peace/harmony in our community.
Mag-puyo kita sing malinong sa banwa.,Let us live peacefully in the town.
Layo kita sa kinagubot subong nga tuig.,We are far from chaos/turmoil this year.
Wala sing inaway sa sulod sang balay-banwa.,There is no fighting inside the town hall.
Nagapanikasog ang tanan para sa katawhayan.,Everyone is striving for tranquility/peace.
Dapat tapuson ang binangig sa mag-ulutod.,The dispute/quarrel among siblings must be ended.
Malig-on ang aton pag-inupdanay subong.,Our companionship now is sturdy.
Indi pagtuguti ang kalaot nga maghari.,Do not allow evil/wickedness to reign.
Matam-is ang mabuhi nga may kalinong.,It is sweet to live with peace.
Likawi ang mga tawo nga manugdala sang gamo.,Avoid people who bring trouble.
Ginasugid ko ang kamatuoran sa inyo.,I am telling the truth to you.
Nagapangita kita sang katarungan para sa biktima.,We are looking for justice for the victim.
Indi magtago sang sekreto sa kasuguan.,Do not hide a secret from the law.
Sayop ang paghimo sang binutig.,Making lies/falsehoods is wrong.
Hatagan naton sang pabor ang matarung.,Let us favor the righteous/just.
Ang nagkasala dapat manabat.,The offender/sinner must answer.
Maathag ang iya saksi sa natabo.,His/her testimony/witness on what happened is clear.
Walay gid sing ginapaboran ang manughusay.,The mediator favors absolutely no one.
Pamatud-i ang imo pagkainosente.,Prove your innocence.
Ginatindugan niya ang husto nga dalan.,He/she stands for the right path.
Mag-upod kita sa dagyaw bwas.,Let us join the communal work (bayanihan) tomorrow.
Ipakita ang imo daku nga kaalwan sa isigkatawo.,Show your great generosity to your fellowmen.
Daku ang aton balatyagon para sa mga nawad-an.,Our empathy/feeling for those who lost things is great.
Mag-amot kita para sa kaayuhan sang tanan.,Let us contribute for the welfare/good of all.
Matinabangon ang mga pumuluyo sang banwa.,The residents of the town are helpful.
Nagapanagtag sang bulig ang munisipyo kaina.,The municipality was distributing help earlier.
Indi magdalok sang imo manggad sa kubos.,Do not be stingy with your wealth to the poor.
Isipon ta ang aton kapwa subong kauturan.,Let us consider our neighbors as brethren.
Naghugpong ang kadam-an para sa ubra.,The crowd/majority united for the work.
Wala sing may ginabilin sa aton pagpanglakaton.,No one is left behind in our journey.
Mabug-at ang silot sa mga nagapangawat.,The punishment/penalty is heavy for those who steal.
Ginapangayo ko ang imo kapatawaran.,I am asking for your forgiveness.
Dapat may bayad ang pagguba sang kudal.,There must be payment/restitution for destroying the fence.
Naghinulsol ang tawo sa iya kasal-anan.,The person repented for his/her sin/offense.
Ginbawi ang iya katungod magdumala.,His/her right to manage was revoked.
Wala sing luoy-luoy ang kasuguan kon kaisa.,The law has no mercy sometimes.
Pasayluha ang imo kapwa sa ila kakulangan.,Forgive your fellowmen for their shortcomings.
Gindala sia sa karsel kaina sang aga.,He/she was brought to the jail earlier this morning.
Indi naton pagdumtan ang naghimo sang sala.,Let us not hold a grudge against the one who made a mistake.
Limpyuha ang imo ngalan sa banwa.,Clean your name in the town.
Gindihon ining duta para sa publiko.,This land was shaped/set aside for the public.
Bawal magpilak sang basura sa plasa.,It is forbidden to throw trash in the plaza/square.
Igalang ang dulunan sang inyo propiedad.,Respect the boundary of your property.
Ginapanag-iyahan sang banwa ang suba.,The river is owned by the town.
Halungi ang mga pagkabutang sang komunidad.,Take care of the belongings/property of the community.
Wala sing may mag-angkon sang karsada.,No one shall claim the road/street.
Ipaidalom sa pag-usisa ang sining ulumhan.,Subject this rice field to inspection.
Ginpahamtang ang bag-o nga merkado sa idalom.,The new market was established below.
Kinahanglan sing permiso antes magpatindog sang balay-talapan.,A permit is needed before building the office building.
Matinlo ang palibot sang simbahan.,The surroundings of the church are clean.
Nagpagwa sang pahibalo ang kapitan.,The captain released an announcement/notice.
Palapnaga ang balita sa bug-os nga banwa.,Spread the news to the whole town.
Kinahanglan naton sing madasig nga hulag.,We need swift action/movement.
Ipabati ang inyo reklamo sa nagadumala.,Make your complaint heard to the management.
Maghatag sang pormal nga panawagan bwas.,Give a formal appeal/call tomorrow.
Gintawag ang tanan nga sakop sang baranggay.,All members/constituents of the barangay were called.
Ipaathag sing mayo ang katuyuan sang proyekto.,Explain well the purpose of the project.
Nag-abot ang sulat halin sa pangulo.,The letter from the leader arrived.
Pamatian naton ang panugyan sang manunudlo.,Let us listen to the suggestion/advice of the teacher.
Pukawa ang kabalaka sang mga pumuluyo.,Awaken the concern of the residents.
Ginahandum naton ang masanag nga kabuwasan.,We dream of a bright future.
Tinguhaan naton ang kauswagan sang Pavia.,Let us strive for the progress/development of Pavia.
Indi pagkalimti ang pag-ulikid sa isigkatawo.,Do not forget the care/concern for your fellowman.
Matum-ok naton ang kalipay paagi sa pagbinuligay.,We will achieve happiness through helping each other.
Daku ang aton katungdanan sa mga bata.,Our duty/responsibility to the children is great.
Mag-ugyon kita sa pagtapos sang sining pagpangabudlay.,Let us unite in finishing this labor.
Ipabugal ang aton kulturanhon nga manggad.,Be proud of our cultural wealth.
Kabay pa nga magpadayon ang aton paghilom.,May our healing continue.
Malipayon nga nag-uswag ang aton pangabuhi.,Our livelihood joyfully progressed.
Sa Dios ang himaya kag sa banwa ang kadaugan.,Glory to God and victory to the town.
Mag-tig-ang ka na para sa panyaga.,Cook rice now for lunch.
Namit ang laswa nga ginluto ni Nanay.,The local vegetable soup Mother cooked is delicious.
Ibutang ang ginamos sa gamay nga yahong.,Put the shrimp paste in a small bowl.
Aslumi ang sabaw sang batwan.,Sour the soup with batwan fruit.
Nagabukal na ang tubig sa kolon.,The water in the clay pot is boiling.
Isugba naton ining isda sa baga.,Let's grill this fish on the embers.
Hiwaha ang paho sing manipis.,Slice the mango thinly.
Puga-i sang kalamansi ang inasal.,Squeeze calamansi on the barbecue/roasted meat.
Timplahi sang langgaw kag toyo.,Season it with vinegar and soy sauce.
Kinahanglan ta sang luy-a para sa manok.,We need ginger for the chicken.
Maanghang ang katumbal nga akon nakuha.,The chili I got is spicy.
Puno sang kalamay ang aton kape.,Our coffee is full of sugar.
Lutua ang panyapon antes magdulom.,Cook dinner before it gets dark.
Sin-o ang nagkaon sang akon paha-aw?,Who ate my leftover breakfast/cold rice?
Hugasi ang mga pinggan sa banggerahan.,Wash the plates at the traditional dish rack.
Initon mo ang nabilin nga sud-an.,Heat up the leftover viand/dish.
Gisa ang ahos kag sibuyas.,Sauté the garlic and onion.
Prito kamo sang itlog para sa pamahaw.,Fry some eggs for a snack/breakfast.
Malapuyot ang sabaw sang sining linugaw.,The soup of this porridge is thick.
Namit isawsaw ang pandesal sa kape.,It's delicious to dip the pandesal in coffee.
Kihad-kihada ang karne nga baboy.,Slice/chop up the pork meat.
Tapha ang bugas antes tig-angon.,Winnow the rice before cooking.
Pabukala ang unod asta maghumok.,Boil the meat until it softens.
Ginadili ang pagkaon sang hilaw nga isda.,Eating raw fish is forbidden.
Kuhaa ang himbis sang isda.,Remove the scales of the fish.
Balibari sang asin ang kasag.,Sprinkle salt on the crab.
Ituslob ang puto sa tsokolate.,Dip the puto in the chocolate.
Nasunog ang dukót sa idalom.,The crust/bottom rice got burned.
Manamit ang tinu-om nga manok.,The steamed/wrapped chicken is delicious.
Ubosa ang imo kan-on sa pinggan.,Finish your rice on the plate.
Nagabaho ang dunot nga paho.,The rotten mango smells.
Putsa sang dahon sang saging ang ibos.,Wrap the sticky rice (ibos) with a banana leaf.
Ginamos ang naghatag sabor sa utan.,Shrimp paste gave flavor to the vegetables.
"Paggisa, idugang ang giniling.","When sautéing, add the ground meat."
Manamis-namis ang duga sang sining saba.,The juice of this saba banana is somewhat sweet.
Mapait ang ampalaya apang masustansya.,The bitter gourd is bitter but nutritious.
Maglubok sang bugas sa lusong.,Pound the rice in the mortar.
I-tuhog ang mga hiwa sang baboy.,Skewer the slices of pork.
Kuhaa ang lango-lango sa lamisa.,Remove the flies from the table.
Bawal usapon ang bukog.,Chewing the bone is forbidden.
Masabor ang sabaw sang manok nga bisaya.,The soup of the native chicken is tasty.
Ayaga ang harina antes gamiton.,Sift the flour before using.
Baliskara ang isda sa kalaha.,Flip the fish in the frying pan/wok.
Hinaya ang kalayo sa kalan.,Lower the fire on the stove.
Nataktak ang tinapay sa salog.,The bread fell onto the floor.
Diin mo ginbutang ang sandok?,Where did you put the ladle?
Punas-punasi ang lamisa despues sang kaon.,Wipe the table after eating.
Nabusog gid ako sa daku nga panyaga.,I am very full from the big lunch.
Gutom pa bala ang mga bata?,Are the children still hungry?
Mag-inom sang tubig para matulon ang pagkaon.,Drink water to swallow the food.
"Ang mabinulabula nga suba, manabaw.",A bubbling river is shallow. (Proverb: Empty vessels make the most noise)
"Kon ano ang gintanom, amo ang anihon.",What you sow is what you reap.
Wala sang aso kon wala sang kalayo.,There is no smoke where there is no fire.
Ang kamatuoran magaguwa gid sa ulihi.,The truth will always come out in the end.
Nagabulus-bulos lang ang kahimtangan.,Circumstances just take turns/rotate. (Proverb: The wheel of fortune turns)
Nagapanago ang kapawa sa likod sang gal-um.,The light hides behind the clouds.
Ay abaw! Kadaku sang imo balay.,Oh my! Your house is so big.
"Baw, katahum gid sang sining pispis!","Wow, this bird is very beautiful!"
"Te, ano ang aton himuon subong?","So/Then, what are we going to do now?"
Ngaa naghibi ka haw?,Why did you cry? (Haw is a question particle)
Wala ka pa gid nakakaon gali?,"Oh/Really, you haven't eaten yet?"
Daw nagasakit ang akon ulo.,It seems like my head is hurting.
"Sige na, mauna na lang ako bwas.","Alright then/already, I'll just go ahead tomorrow."
"Ambot sa imo, wala ako kabalo.","I don't know with you, I don't know anything."
Basi mag-ulan mamaya sa hapon.,Maybe it will rain later this afternoon.
Ginhambal niya kuno nga maabot sia subong.,He/she supposedly said / they say they would arrive today.
Amo gid ina ang kabuhi sang tawo.,That is exactly how human life is.
Indi man malain ang mangin maugod.,It is also not bad to be diligent.
Wala ta may mahimo sina nga butang.,We cannot do anything about that matter/thing.
Kabay pa nga matuman ang imo handum.,May it be / I hope your dream comes true.
Maayo na lang kay wala may nasamaran.,It's a good thing no one was hurt/injured.
Madamo nga salamat sa imo ginhatag.,Many thanks for what you gave.
"Kon mag-ugyon kita, malampuwasan naton ini.","If we unite, we will overcome this."
Wala sang may makapugong sa kapalaran.,No one can stop destiny/fate.
Mahinay ang lakat apang sigurado.,The walk is slow but sure.
Wala sa edad ang pagka-maalam.,Wisdom/intelligence is not in age.
"Kon sin-o ang nagapanikasog, sia ang magadaug.","Whoever strives hard, is the one who will win."
Ang paglaum wala gid nagakadula.,Hope never truly disappears.
Padayon lang sa imo ginahimo.,Just continue with what you are doing.
Matam-is ang kalipay pagkatapos sang kasubo.,Happiness is sweet after sorrow.
Pasensyahi lang ang iya pagka-bataon.,Just be patient with his/her childishness.
"Diin ka man makadto, dal-a ang leksyon.","Wherever you go, bring the lesson."
Wala pulos ang paghinulsol sa ulihi.,Repentance at the end is useless.
Tinguhai nga mangin malipayon adlaw-adlaw.,Strive to be happy every day.
Halungi ang imo ginahambal sa kapwa.,Be careful with what you say to others/fellowmen.
Indi paghukmi ang tawo sa iya panagway.,Do not judge a person by their appearance/face.
"Sa oras sang kapi-ot, makita ang matuod nga abyan.","In times of hardship, true friends are seen."
Buksi ang imo huna-huna sa bag-o nga ihibalo.,Open your mind to new knowledge.
May tuman nga oras para sa tanan nga butang.,There is a proper time for every thing.
Ang kabuhi daw pareho sang balod sa dagat.,Life is like the waves in the sea.
Matuod gid man ang hambal sang katigulangan.,The words of the elders/ancestors are indeed true.
Ang tawo nga wala sing handum daw patay na.,A person with no ambition/dream is like they are dead.
Ihatag ang bulig sing hugot sa tagipusuon.,Give help wholeheartedly (tightly from the heart).
Matapos man ang kalisod sa husto nga tion.,Hardship will also end at the right time.
"Walay sapayan kon mapukan, bangon liwat.","Never mind if you fall, rise again."
Ang matuod nga manggad amo ang ihibalo.,True wealth is knowledge.
Ipakita ang maayo nga pamatasan bisan diin.,Show good character/behavior everywhere.
Ang tagsa ka adlaw bag-o nga pag-asa.,Every day is a new hope.
Isalig naton ang tanan sa Makaako.,Let us entrust everything to the Creator.
Dalayon ang aton paglakat tubtob sa kadaugan.,Our journey is continuous until victory.
Mag-andam ka sa imo paglakat.,Be careful in your walking/journey.
Gusto ko magdalagan sa higad sang baybay.,I want to run by the seashore.
Maabtik sia maglumpat sa suba.,He/she is quick to jump into the river.
Indi kamo mag-untat sa pag-usisa.,Do not stop inquiring/examining.
Masaku ang mga bata sa paghampang.,The children are busy playing.
Ihaboy ang basura sa husto nga bulutangan.,Throw the trash in the right container.
Saka kamo sa itaas sang balay.,Go up/climb to the upper part of the house.
Mag-andam sa pagpanaog sa hagdanan.,Be careful in descending/going down the stairs.
Lutaw ang gamay nga baroto sa lawod.,The small boat is floating in the deep sea.
"Nagasilaob ang kalayo, gani palayu kamo.","The fire is blazing, so move away."
Palapit diri sa akon tupad.,Move closer here by my side.
Luy-a (Luy-ahan) mo ang pag-uyat sang baso.,Steady your grip on the glass.
Ihuyop ang hangin sa sining kawayan.,Blow the wind into this bamboo.
Ibutang ang binangon sa salog.,Put/Place the machete on the floor.
Kuhaa ang imo gamit sa kwarto.,Take/Get your things from the room.
Dal-a ini pakadto sa Pavia.,Bring this toward Pavia.
Ibilin ang sapatos sa pultahan.,Leave the shoes at the door.
Mag-upod kita sa pagbulig sa ila.,Let's join in helping them.
Ihatag ang sining sulat sa kapitan.,Give this letter to the captain.
Batuna ang akon daku nga pasalamat.,Receive/Accept my great thanks.
Bantayi ang mga bata sa ugsaran.,Watch/Guard the children in the yard.
Mag-andam sa pagtabok sa karsada.,Be careful in crossing the road.
Liko kamo sa wala pakadto sa merkado.,Turn left toward the market.
Padayon lang sa paglakat sa unahan.,Just continue walking forward.
Untat anay sa inyo pag-istoryahanay.,Stop for a while in your conversation.
Pukawa ang nagakatulog nga kuring.,Wake up the sleeping cat.
Pakatuluga ang bata sing maayo.,Make the child sleep well.
Linggagi ang inyo paghampang sa gwa.,Moderate/Quiet down your playing outside.
Iwas-was ang panapton sa hangin.,Shake/Flick the cloth in the air.
Isab-og ang mga liso sa latagon.,Scatter/Sow the seeds in the field.
Pamigad kamo sang mga paho sa idalom.,Gather/Pick up the mangoes underneath.
Tindog kamo sing matarung sa atubangan.,Stand straight in front.
Pungko kamo sa sining matig-a nga bangko.,Sit on this hard bench.
Hapa kamo kon makabati sang dagu-ob.,Lie face down if you hear thunder.
Luhod kamo sa sulod sang simbahan.,Kneel inside the church.
Uli na kamo sa inyo panimalay.,Go home now to your household.
Sulod kamo sa sulod sang akon balay.,Enter/Come in inside my house.
Guwa kamo para makita ang balangaw.,Go out to see the rainbow.
Saka ka sa sanga sang kawayan.,Climb the branch of the bamboo.
Nanaog na ang tanan halin sa salakyan.,Everyone has descended/gotten off the vehicle.
Langgoy kita sa mabugnaw nga suba.,Let's swim in the cool river.
Salum ka sa idalom sang tubig.,Dive deep under the water.
Butong (Butunga) ang lubid sing maayo.,Pull the rope well.
Tulod (Tulura) ang daku nga karosa.,Push the big cart.
Uyat (Uyatan) mo ang akon kamot.,Hold my hand.
Buy-an (Buy-ani) ang pisi subong.,Let go/Release the rope now.
Kuskus (Kuskusa) ang tisa sang balay.,Scrub/Strum the tiles of the house.
Trapu (Trapuha) ang basa nga lamisa.,Wipe the wet table.
Hugas (Hugasi) ang imo mga kamot.,Wash your hands.
Ligo ka na antes kita mag-lakat.,Bathe now before we go.
Kaon na kamo sang inaslum nga utan.,Eat now some sour vegetable soup.
Inom kamo sang bugnaw nga tubig.,Drink some cool water.
Tulon (Tuluna) ang bulong nga mapait.,Swallow the bitter medicine.
Usap (Usapa) sing maayo ang pagkaon.,Chew the food well.
Tindog ka sing maayo sa karsada.,Stand well on the road.
Hambal (Hambala) ang kamatuoran sa tanan.,Speak/Tell the truth to everyone.
Pamati kamo sa ginasiling sang tigulang.,Listen to what the elder says.
Lantaw kamo sa masanag nga adlaw.,Look/Watch at the bright sun.
Simhot (Simhota) ang hamot sang bulak.,Smell the fragrance of the flower.
Tandog (Tanduga) ang mahumok nga panapton.,Touch the soft cloth.
Batyag (Batyaga) ang daku nga kalipay.,Feel the great joy.
Panumdum (Panumduma) ang husto nga sabat.,Think about/Ponder the right answer.
