Ara sa pihák nga kalsada ang ila balay.,Their house is on the other side of the street.
Pilá ang presyo sining sapatos?,How much is the price of these shoes?
Malaba ang píla sang mga tawo sa sinehan.,The queue of people at the cinema is long.
Nagtago sia sang madamo nga pílak sa iya kaban.,He hid many silver coins in his chest.
Pilák-on mo ining higko sa basurahan.,Throw this dirt into the trash can.
Daku ang iya pilás sa batiis tungod sa pagkatumba.,His wound on the leg is big from falling down.
Gin-inom niya ang pílduras para mag-ayo ang iya hilanat.,He drank the pill to cure his fever.
Mabudlay ini nga píli para sa akon palaabuton.,This is a difficult choice for my future.
Nagpílik ang ísda.,The fish flipped its tail.
Matahum ang pilikulá nga amon ginlantaw kahapon.,The movie we watched yesterday was beautiful.
Nagapuyo kami sa matahum nga pungsod sang Pilipínas.,We live in the beautiful country of the Philippines.
Bugal ko nga ako isa ka matuod nga Pilipíno.,I am proud that I am a true Filipino.
Ginpílit ku si María nga magtán’aw sang síni.,I urged Maria to go see a movie.
Ma-pilít ang iya mga kamot tungod sa kendi.,His hands are sticky because of the candy.
Ginakaugtan sia sang kadam-an kay masyado sia ka pilósopo.,He is disliked by the majority because he is too much of a smart aleck.
Ginpílpil ku sang batú ang líbro.,I put a stone on top of the book.
Gin-tahi ni Nanay ang gisi nga pilú’ sang akon bayo.,Mother sewed the torn hem of my dress.
Butangi sang gamay nga pimyénta ang sabaw para magnanam.,Put a little pepper in the soup to make it tasty.
Pinasahí’ si Noél sa tanán.,Noel is the most favorite.
Nagbakal ako sang piníkas nga isda sa tindahan.,I bought a sliced piece of fish at the store.
Madalom gid ang iya mga pínsar sang nag-isa sia.,His thoughts were very deep when he was alone.
Pula ang kolor sang bag-o nga pínta sang ila atop.,The color of the new paint on their roof is red.
Sirad-i sing maayo kag butangi sang píntal ang pirtahan.,Close it well and put a bolt on the door.
Ma-píntas ang tikalon nga agalon sa iya mga tinawo.,The boastful master is cruel to his workers.
Isa sia ka sikat nga pintór sa amon banwa.,He is a famous painter in our town.
Butangi sang píntuk ang katapusan sang dinalan.,Put a dot at the end of the sentence.
Ma-pínu ang pagkabayo sining bugas.,The pounding of this rice is fine.
Matam-is ang daku nga pínya nga halin sa uma.,The big pineapple from the farm is sweet.
Hugasi dayon ang mga pínggan pagkatapos kaon.,Wash the plates immediately after eating.
Ginpíhpih ku ang subáy sa lamésa.,I brushed off the ants from the table.
Nagapanigarilyo si Lolo gamit ang iya daan nga pípa.,Grandpa is smoking using his old pipe.
Nagpí’pi’ sang luták ang báta’.,The child patted clay.
Namit isakot ang pipínu sa aton nga salad.,It is delicious to mix cucumber into our salad.
Hatagi ako sang isa ka pirásu nga karne.,Give me one piece of meat.
Maduagon ang mga pakpak sang amon piríku.,The wings of our parrot are colorful.
Kinahanglan namon ang imo pírma sa sini nga kontrata.,We need your signature on this contract.
Pírme sia nagabulig sa mga tigulang sa karsada.,He always helps the elderly on the street.
Nag-pírut ang bata sang nasilawan sia sa adlaw.,The child squinted when he was blinded by the sun.
Ma-písan sia nga estudyante gani mataas ang iya grado.,He is a diligent student so his grades are high.
Nagsulat ang maestro sang dinalan sa pisára.,The teacher wrote a sentence on the blackboard.
Ginpiśga’ ni Nánay ang ilúng ku.,Mother pinched my nose.
I-higot ining malaba nga písi’ sa puno sang kahoy.,Tie this long string to the trunk of the tree.
Nagpisík ang ísda’ sa kamút ku.,The fish jumped out of my hand.
Ginpisíl ni Terésa ang bútkun ku.,Teresa pressed my arm.
Nagapula ang iya mga písngi kay nahuya sia.,Her cheeks are turning red because she is shy.
Nabatian ko ang iya masubo nga písngu’ sa sulod sang kwarto.,I heard her sad sobbing inside the room.
Baklon ko ini sing isa ka písos.,I will buy this for one peso.
Nagkanta ang malipayon nga píspis kaina sang aga.,The happy bird sang earlier this morning.
Masadya gid ang písta ni San Juan sa amon barangay.,The fiesta of San Juan in our barangay is very merry.
Madamo sang patay nga sapat tungod sa nag-agi nga písti.,Many animals died because of the epidemic that passed.
Nagasunod ang magagmay nga pisú’ sa ila iloy nga manok.,The small chicks are following their mother hen.
"Sa isa lang ka pisúk, nadula ang madasig nga salakyan.","In just a moment, the fast car disappeared."
Nadula ang akon pula nga pitáka sa sulod sang tyangge.,My red purse was lost inside the market.
Ginguba sang kawatan ang pitála’ sang kaban kaina sang gab-i.,The thief broke the bolt of the chest last night.
Mabaskog ang pitík sang akon tagipusuon sang kinulbaan ako.,The beating of my heart was strong when I got nervous.
Ma-pítla’ ang iya ginahambal nga indi ko maintindihan.,His speech is gibberish that I cannot understand.
pitú num seven.; /ika-/ seventh; /napulug-/ seventeen; /ka-…-an/ seventy.,
Naghuyop ang pulis sa iya pítu para magpundo ang salakyan.,The police blew his whistle to stop the car.
Pí’ud-on mo sing maayo ang mga linabhan nga bayo.,Fold the washed clothes well.
Ma-pí’ut na ang amon kwarto tungod sa damo nga gamit.,Our room is already crowded because of too many things.
Nagpíyung akú.,I closed my eyes.
Nagpatukar sia sang daan nga pláka nga paborito ni lolo.,He played an old phonograph record that grandpa favorites.
Daku gid ang aton planéta nga ginapuy-an.,Our planet that we live on is very big.
Gingamit niya ang plántsa para tadlungon ang iya uniporme.,She used the dry iron to straighten her uniform.
Ano ang imo plánu para sa bakasyon naton buwas?,What is your plan for our vacation tomorrow?
Naghampang ang madamo nga bata sa plása sang banwa.,Many children played in the town's park.
Butangi sang pláster ang imo pilás para indi maimpeksyon.,Put a plaster on your wound so it won't get infected.
Gin-kay-o sang batid nga platéro ang akon guba nga kwintas.,The skilled goldsmith fixed my broken necklace.
Ibutang ang tasa sang init nga kape sa ibabaw sang platíto.,Put the cup of hot coffee on top of the saucer.
Nabuka ang porselana nga pláto nga ginahugasan niya.,The porcelain dinner plate she was washing broke.
Pila na ang pléte sa jeep halin diri pakadto sa baryo?,How much is the fare for the jeep from here to the barrio?
Ginregaluhan niya ako sang matahum kag malahalon nga plúma.,He gifted me a beautiful and expensive fountain pen.
Trapuhi ang yab-ok sa lamesa gamit ang pluméru.,Wipe the dust off the table using the feather duster.
Nagbulig ang manggaranon nga tawo sa mga póbre nga pamilya.,The rich man helped the poor families.
Mahamot ang ginbutang niya nga pomáda sa iya buhok.,The pomade he put in his hair is fragrant.
Mataas ang porsyénto sang ila ginansya sa negosyo subong nga bulan.,The percentage of their business profit is high this month.
Nagtindog sia kag naghulat sa luyo sang haligi nga póste.,He stood and waited beside the column post.
Kanami sang imo postúŕa para sa bayle subong nga gab-i.,Your being dressed up for the dance tonight is so nice.
Kilala sia nga posturyóso magbayo kon magsimba.,She is known to dress chic when going to church.
Nakadaog sia sang daku nga prémyo sa nagligad nga lotto.,He won a big prize in the previous lotto.
Ginprénda ku ang ákun síngsing.,I pawned my ring.
Gintapak niya dayon ang préno sang makita ang ido.,He immediately stepped on the brake when he saw the dog.
Nag-presentár sia nga buligan ang mga tigulang.,He presented himself to help the elderly.
Nagsugilanon ang presidénte sa atubang sang madamo nga tawo.,The president spoke in front of many people.
Pila ang présyo sining bag-o nga sapatos?,What is the price of these new shoes?
Nagapa-eskwela sia sa isa ka pribádo nga eskwelahan.,He is studying at a private school.
Daku nga pribilíhiyu nga maka-obra upod sa imo.,It is a great privilege to work with you.
"primér grádo n grade one, first grade.",
Nag-abot ang akon prímo halin sa probinsya.,My cousin arrived from the province.
Mabuot ang amon bag-o nga prinsipál sa eskwelahan.,Our new principal in the school is kind.
Nakapalagyo ang príso sa presuhan kagab-i.,The prisoner escaped from the prison last night.
Namit ang manok nga príto para sa panyapon.,The fried chicken is delicious for dinner.
Ginprobár sang táwu nga inosénte sya.,The man proved himself innocent.
Malinong ang kabuhi namon sa probínsya.,Our life in the province is peaceful.
May solusyon ang tanan nga probléma.,Every problem has a solution.
Masadya ang prográma sa plasa kaina.,The program at the plaza earlier was fun.
Maalam ang amon propesór sa matematika.,Our professor in mathematics is smart.
Nag-upod sia sa protésta batok sa mahal nga presyo sang langis.,He joined the protest against the high price of oil.
Ginpamatian sang mga tawo ang hambal sang prupíta.,The people listened to the words of the prophet.
Magkaon ka sang madamo nga prútas para mag-ayo ang imo lawas.,Eat a lot of fruit so your body will get well.
Wala sia sang pruwéba para pamatud-an ang iya ginasiling.,He has no proof to prove what he is saying.
Nagpú’as ang mabáskug nga hángin.,The strong wind eased.
Nag-pu’ása sila subong nga Semana Santa.,They are fasting this Holy Week.
Bawal magpanigarilyo sa públiku nga lugar.,It is forbidden to smoke in a public place.
Nag-puká sia kagab-i para tapuson ang iya proyekto.,He stayed up late last night to finish his project.
Ginpúkan námun ang púnu’ sang mángga.,We cut down the mango tree.
Nagtindog kami sa mataas nga pukatúd para makita ang banwa.,We stood on the high elevation to see the town.
Ginpúkaw ku si Tátay.,I roused Father.
Ginpúkpuk ku sang batú ang latún.,I beat the can with a stone.
Nagpúksi’ akú sang mangá búlak.,I picked some flowers.
Nag-púdag ang bata tungod wala niya nakuha ang hampanganan.,The child stamped his feet in anger because he didn't get the toy.
Nagpúga’ akú sang dúga’ sang laranghíta.,I squeezed some orange juice.
May tatlo ka itlog sang pispis sa sulod sang púgad.,There are three bird eggs inside the nest.
Nagluto si Lola sang tinapay sa idalom sang pugún.,Grandma cooked bread in the native oven.
Nagpugúng akú kay Noél pára índi’ sya magsunúd.,I controlled Noel so that he will not follow.
Ginpugútan sang úlu ang manúk.,The head of the chicken was cut off.
Nagpúhag ang mangingísda’ sang púnung.,The fisherman opened the gate of the fishpond.
Nag-púhun ang mga kawatan nga sudlon ang bangko.,The thieves conspired to enter the bank.
Manami ang iya pulá nga bayo.,Her red dress is beautiful.
Napúlak ang búnga sa káhuy.,The fruit fell off the tree.
Nagpuláw akú kagáb’i.,I stayed up all night last night.
Ginagamit ang púlbura sa paghimo sang palupok.,Gun powder is used in making firecrackers.
Nagbutang sia sang púlbus sa iya guya kay mainit.,She put powder on her face because it is hot.
Pila ka pulgáda ang kalabaon sining lamesa?,How many inches is the length of this table?
Nagpúli si José kay Ricárdo.,Jose sided with Ricardo.
Napúling si Noél.,Noel has something in his eye.
Gindakop sang pulís ang nagpangawat kaina.,The policeman caught the thief earlier.
Púlpug-on mo ang ahos antes isakot sa sud-an.,Mash the garlic before mixing it in the dish.
Regalo ni nanay ang akon bulawan nga pulséras.,My gold bracelet is a gift from mother.
Gintsek sang doktor ang púlsu sang pasyente.,The doctor checked the pulse of the patient.
Nabali ang púlu sang daku nga kutsilyo.,The handle of the big knife broke.
num variant of napúlu’.,
Sunda ninyo ang maayo nga púlung sang inyo ginikanan.,Follow the good advice/word of your parents.
Wala sing pulús ang iya paghinulsol kay ulihi na.,His regret has no usefulness because it's too late.
Ginpúlut ku ang papél.,I picked up the paper.
Mabaskog ang tunog sang pumpyáng sa banda.,The sound of the cymbal in the band is loud.
Madamo nga isda ang nasiod sa daku nga púna’.,Many fish were caught in the big net.
Napúnaw akú sa ka’ínit.,I felt faint with the heat.
Ilisi na ang higko nga púnda sang ulunan.,Change the dirty pillow case of the pillow now.
Magayon ang mga puní sang balay para sa pyesta.,The decorations of the house for the fiesta are beautiful.
Malapad ang púnu’ sang daku nga kahoy sa kilid balay.,The tree trunk of the big tree beside the house is wide.
Punú’ na ang balde sang tubig halin sa ulan.,The bucket is already full of water from the rain.
Gintawag sang punú’an ang tanan para sa isa ka miting.,The leader/authority called everyone for a meeting.
Madamo sang isda nga bangus sa ila púnung.,There are many milkfish in their fishpond.
Nagpungko sia sa púnta sang malaba nga lamesa.,He sat at the end of the long table.
Mataas ang iya púntus sa pasinawan kaina.,His score in the test earlier was high.
Masikip ang púnyus sang iya malaba nga bayo.,The cuff of his long shirt is tight.
Pungá sia maghambal tungod sa iya daku nga sip-on.,He speaks in a nasal manner because of his heavy cold.
Mag-pungku’ ka diri sa tupad ko.,Sit down here beside me.
May daku sia nga púnggud sa agtang.,He has a big pimple on his forehead.
Ginpúnggul ku ang úgbus sang katúmbal.,I cut off the buds of the pepper plant.
Ginhatagan niya ako sang isa ka púngpung nga bulak.,He gave me a bouquet of flowers.
Palangga ko ang aton púngsud nga Pilipinas.,"I love our country, the Philippines."
Nagpú’pu’ silá sang kamátis kág talúng.,They picked tomatoes and eggplants.
Bilog ang púrma sang adlaw.,The shape of the sun is round.
Púru babayi ang nag-upod sa byahe.,All who joined the trip were women.
Nagsuksok ang nobya sang malaba nga púrung sa iya kasal.,The bride wore a long veil at her wedding.
Napusá’ ang báso.,The glass broke.
Nag-púsad sia sa sulod sang kwarto sa sobra nga kaakig.,He paced up and down angrily inside the room in extreme anger.
Ginpús’ang ku ang líbro.,I threw the book down.
Ginpúsdak ni Manuél ang síya.,Manuel threw the chair against the floor.
Nabatian ko ang púsnga sang kabayo sa gwa.,I heard the snort of the horse outside.
Sindihi ang kandila gamit ang puspurú.,Light the candle using the match.
Pila ang imo pústa’ sa bulang?,How much is your bet in the cockfight?
Nagluto si nanay sang utan nga púsu’ sang saging.,Mother cooked a vegetable dish out of the banana flower.
Masakit ang palibot sang akon púsud.,The area around my navel hurts.
Ginasakitan sia sang iya pús’un subong nga adlaw.,She is having pain in her abdomen today.
Nagpúswit ang túbig sa túbu.,The water burst through the tube.
Ma-putí’ ang duag sang panit sang pispis.,The color of the bird's feathers is white.
Ginpútul ku ang káhuy.,I broke the wood.
Pula ang putús sang regalo para sa iya.,The wrapper of the gift for him is red.
"Putút sia sang bata pa, pero nagtaas na subong.","He was short when he was a child, but has grown tall now."
May daku nga putyúkan sa ibabaw sang paho.,There is a big beehive on top of the mango tree.
Malinong ini nga pu’úk gani manami magpahuway.,This place is peaceful so it's nice to rest here.
Madamo sang dumuluong nga nag-abot sa aton pu’úd.,Many foreigners arrived in our nation.
Napú’ut akú sa kẃarto.,I hid in the room.
Gintago niya ang mga sensilyo sa sulod sang púyu.,He kept the coins inside the cloth sack.
Nakadakop si Tatay sang madamo nga puyú sa talamnan.,Father caught many mudfish in the rice field.
Nagpuyú’ silá sa Mindanáo.,They lived in Mindanao.
Nagpúyus si Nánay sang pagká’un.,Mother wrapped up some food.
Pwéde mo bala ako mabuligan sa akon obra?,Can you please help me with my work?
Nakasirado ang daku nga pwérta sang ila balay.,The big gate of their house is closed.
Ktoktok ka anay sa pwertáhan antes magsulod.,Knock on the door first before entering.
Mayad sia magtokar sang pyáno sa simbahan.,She is good at playing the piano in the church.
Nagbayad ang iya pamilya sang daku nga pyánsa.,His family paid a huge bail money.
Napulo ka pyé ang kataason sining haligi.,This pillar is ten feet high.
Napyérde akú sang duhá ka gatús sa búlang.,I lost two hundred in the cockfight.
Nagbakal ako sang bag-o nga pyésas para sa akon salakyan.,I bought new spare parts for my car.
Madamo sang bisita nag-abot kay pyésta sa banwa subong.,Many guests arrived because it's fiesta in the town today.
Namit isakot ang rabanús sa linaga nga karne.,It is delicious to mix radish in the boiled meat.
Ginrábrab sang báta’ ang kurtína.,The child ripped the curtain.
Nagapamati si Lolo sa balita sa rádyo.,Grandpa is listening to the news on the radio.
Rámas-on mo ang mantsa sa imo bayo.,Rub/Scrape off the stain on your dress.
Madamo sang baka sa sulod sang rántsu.,There are many cows inside the ranch.
Nagrásras ikáw sang báyu’.,You took out the stitching of the dress.
Matahum ang bisti sang ráyna sa parada.,The queen's attire in the parade is beautiful.
May dala nga rebólber ang gwardya.,The guard is carrying a revolver.
Ano ang imo reklámo parte sa amon serbisyo?,What is your complaint regarding our service?
Salamat gid sa sining matahum nga regálo.,Thank you very much for this beautiful gift.
Bag-o ang reló nga ginasuksok ni Tatay.,The wrist watch Father is wearing is new.
Nagluto si Nanay sang relyéno nga bangus.,Mother cooked stuffed milkfish.
Huguti ang rénda sang kabayo para magpundo.,Tighten the bridle of the horse to make it stop.
Nagbayad na kami sang rénta sa balay kahapon.,We already paid the rent for the house yesterday.
"representánte n representative, congressman.",
Importante nga tipigan ang aton reputasyon.,It is important to protect our reputation.
Indi pag-itapon ang resíbo sang imo ginbakal.,Don't throw away the receipt of what you bought.
Ginhatagan ako sang doktor sang resíta sang bulong.,The doctor gave me a prescription for the medicine.
"retobádo adj naughty, impish.",
Nagkuha kami sang madamo nga retráto sa baybayon.,We took many pictures at the beach.
Kompleto ang rikádo sang sining gina-luto.,The seasoning for this dish is complete.
"rimís adj /ma-/ delicious, tasty.",
Nakadaog sia sa rípa kaina sang aga.,He won in the raffle earlier this morning.
Gintahi ni Lola ang mga ritásu nga tela.,Grandma sewed the remnants of cloth.
rósa adj pink.,
Mahamot ang bulak sang rosál sa amon hardin.,The gardenia flower in our garden is fragrant.
Naghatag sia sang pito ka rósas sa iya nobya.,He gave seven roses to his girlfriend.
Ginrúmpag ku ang bálaybálay.,I tore down the play house.
Narúsdak ang baláy nga dá’an.,The old house collapsed.
Nabali ang isa ka rwéda sang kariton.,One wheel of the cart broke.
Ibutang ang libro sa ibabaw sang lamesa.,Put the book on top of the table.
Tumanon mo ang imo sá’ad sa Ginoo.,Fulfill your promise to the Lord.
Nagsába’ ang pitík sang ákun dúghan.,My heart beat faster.
Nagpungko ang bata sa sábak sang iya iloy.,The child sat on his mother's lap.
Ma-sábad ang mga kabataan sa gwa sang balay.,The children outside the house are noisy.
Makadto kita sa simbahan sa sini nga Sabadó.,We will go to the church this Saturday.
Ano ang imo sabát sa akon pamangkut?,What is your answer to my question?
Mainit kag namit ang sabáw sang linaga.,The broth of the boiled meat is hot and delicious.
Nagsáb’it ang dalága sang búlak sa buhúk.,The lady put a flower in her hair.
Nagsáblag si José kay Alfrédo.,Jose compromised with Aflredo.
Nagsáblay akú sang báyu’.,I hung a dress.
Nagsáblig kamí sang túbig sa tanúm.,We sprinkled water on the plant.
Ginsábnit ku ang líbro.,I grabbed the book.
Ginsabúnan ku ang talámnan.,I sowed seeds on the field.
Nagsáb’ug ang mangá bínhi’ sa bánglid.,Seeds scattered on the hillside.
Nagsábwag si Nánay sang abú.,Mother scattered ashes.
Nagsábya ang amáy sang túbig.,The father threw water.
Nag-sáka’ kami sa bukid para makita ang view.,We climbed the mountain to see the view.
Madamo sang sakáda kon panahon na sang tabas.,There are many seasonal workers during the harvest season.
Nag-obra ang sakadéro sa talamnan sang tubo.,The sugar field laborer worked in the sugarcane field.
Nag-sakáy kami sa bus pakadto sa syudad.,We rode the bus going to the city.
Ginsákdag nákun ang duhá ka báta’.,I supported the two children.
Masakit ang akon ulo tungod sa sakít nga trangkaso.,My head hurts due to the illness of flu.
Nagsáklaw akú.,I felt slighted.
Ginsáksak ang táwu.,The man was stabbed several times.
Sia ang panguna nga sáksi sa natabo nga aksidente.,He is the primary witness to the accident that happened.
Puno sang pahu ang isa ka sáku.,One sack is full of mangoes.
"Tungod sa ka-sáku’, nalimtan niya ang iya panyawa.","Due to busyness, he forgot his lunch."
Gina-atipan sang gobyerno ang iya mga sákup.,The government takes care of its subjects/members.
Sákut-on mo ang gatas kag asukar sa kape.,Mix the milk and sugar into the coffee.
"Sádtu nga mga tinalikdan nga tinuig, malinong pa diri.","In those past years, it was still peaceful here."
Puno sang ka-sádya ang aton pagtilipon.,Our gathering is full of happiness.
Ság’a-an mo ang tubig sa kaldero antes isulod ang kan-on.,Drain the water from the pot before putting the rice in.
Nagsagáhay ang túbig sa kúlun.,Water overflowed from the pot.
Ginsagáng ku ang íya bayú.,I defended myself from his blow.
May gamay nga pirtukan sa iya ság’ang.,There is a small dimple on her chin.
Nagsagawák ang túbig.,The water burst through.
Tipuna ang mga ságbut sa palibot sang ugsaran.,Gather the rubbish around the yard.
Namit ang hinog nga ságing para sa dulse.,Ripe bananas are delicious for dessert.
Ma-sagír’um ang palibut tungod sa nagahilapit nga bagyo.,The surroundings are dim due to the approaching storm.
Nagságnuy ang sapátus.,The shoe dunked in water.
Nagság’ub ang laláki sa busáy.,The man fetched water from the falls.
Nagsagúd silá sang mangá bábuy.,They raised some pigs.
Diin na ang akon sag’úli’ halin sa tyangge?,Where is my change/loose coins from the market?
Ginsagúp ku ang duhá ka báta’ sa báybay.,I rescued two children on the beach.
Nagságyud ang kurtína.,The curtain touched the floor.
Nagtanom kami sang mga sáha’ sang saging sa likod.,We planted banana seedlings at the back.
Pina-sahí’ ang sabor sang iya ginluto nga adobo.,The taste of the adobo he cooked is special/distinct.
Nagsahú’ ang ámun batásan.,We got accustomed to each other.
Indi kamo mag-sahúg kon naga-obra si Tatay.,Do not disturb when Father is working.
Nagapungko ang mga bisita sa sulod sang sála.,The guests are sitting inside the living room.
Gamita ang sála’ para makuha ang liso.,Use the strainer to remove the seeds.
Patawara ako sa akon nahimo nga salá’.,Forgive me for the mistake/sin I committed.
salamángka n magic; /-ero/ magician.,
Salámat gid sa imo pagbulig sa amon.,Thank you very much for your help to us.
Nagtulok sia sa salamíng para mag-ayos sang buhok.,She looked in the mirror to fix her hair.
Malipayon nga nagalupad ang mga salampáti.,The doves are flying happily.
Hatagi ako sang salapí’ para sa plete.,Give me a fifty centavo piece for the fare.
Matahum ang salápid sang iya malaba nga buhok.,The braid of her long hair is beautiful.
Gingamit sang mangingisda ang iya sálap.,The fisherman used his fish net.
Nasalápu’ sang pulís ang kriminál.,The policeman caught the criminal.
Indi ka magsalig sa iya kay salawáhan sia.,Don't trust him because he is unfaithful.
Nag-tuon sia sing maayo para sa saláwsaw buwas.,He studied well for the examination tomorrow.
Salbáhe ina nga tawo sa iya mga abyan.,That person is haughty/a rogue to his friends.
Nagsaliká’ ang babáyi sa kabáyu’.,The woman sat astride the horse.
Kanami sang salída sa TV kaina sang gab-i.,The show on TV last night was so good.
Daku ang akon sálig sa imo ikasarang.,My trust in your ability is great.
Nag-salimú’ang sia tungod sa mataas nga hilanat.,He was delirious due to the high fever.
Amo na lang ini ang salín sang aton panyaga.,This is all that's left over from our lunch.
Gin-salipádpad sang hangin ang mga dahon.,The wind flung the leaves away.
Nagluto kami sang sálmon nga may itlog.,We cooked sardines/salmon with egg.
Gin-sálsal sang panday ang salsalun para mangin kutsilyo.,The smith hammered the metal to become a knife.
Ma-pág’un ang kudal nga ginhimo sa salsálun.,The fence made of iron is strong.
Salú-on mo ang bola nga akon i-pilak.,Catch the ball that I will throw.
Nagsálu si Maríno kag si Mariáno.,Marino and Mariano ate together.
Nagsalúk akú sang túbig sa tádyaw.,I dipped for some water from the jar.
Nagsálud si Nánay sang ulán sa botélya.,Mother collected rain water in the bottle.
Nag-salúdu ang mga suldado sa ila pangulu.,The soldiers saluted their leader.
Bag-o lang gin-lampasu ni Maria ang salúg.,Maria just scrubbed the floor.
Nag-sálug ang mga tawo sa sulod sang plasa.,The people mingled inside the plaza.
Ginsálum sang mangingísda’ ang pérlas.,The fisherman dove for the pearl.
Nagsálup ang lánsang sa tápi’.,The nail went through the wood.
Nag-salusálu ang pamilya para sa kaadlawan ni Nanay.,The family had a feast for Mother's birthday.
Indi ka mag-sál’ut sa ginasugilanon sang mga magulang.,Don't get between the conversation of elders.
Malaba ang samád sa iya kamot.,The wound on his hand is long.
Nagsuksok sia sang sámay nga tela.,She wore a striped cloth.
Ma-aslum ang sabor sang sámbag.,The taste of tamarind is sour.
Nagsámbil ang ákun bibíg.,My lips quirked.
Na-sámbit niya ang imo ngalan kaina.,He mentioned your name earlier.
Nagsámbud ang kalát sa káhuy.,The rope was bound around the tree.
sampaguíta n native jasmin.,
Ang isa ka sampátun sa pagpanguma ang naglaygay sa amon.,An expert in farming gave us advice.
Mag-sámpuk ang duha ka boksingero sa ring buwas.,The two boxers will fight head to head in the ring tomorrow.
Nagsámput na silá sa syudád.,They finally reached the city.
Nag-ulan sing mabaskog sámtang kami nagapauli.,It rained hard while we were going home.
Sámu’-on mo ang kalamay sa mainit nga tubig.,Mix the sugar into the hot water.
Indi kamo maghimo sang sámuk diri sa sulod.,Do not make any trouble in here.
Ma-sánag ang siga sang bulan subong nga gab-i.,The glow of the moon is bright tonight.
Nasándad si Lucía.,Lucia stumbled.
Variant of kánday.,
Nagsandí’ay sa díngding ang hubúg.,The drunk man leaned against the wall.
Nag-sándig sia sa pader tungod sa kakapoy.,He leaned on the wall due to tiredness.
Matam-is kag mapula ang sandíya nga amon ginbakal.,The watermelon we bought is sweet and red.
Gamita ang sánduk para makuha ang sabaw.,Use the ladle to get the soup.
Nagsánlag akú sang maní.,I fried some peanuts.
Ma-sánting ang higot sang binalon nga kahoy.,The tie of the bundled wood is tight.
Nagsántu’ ang ámun iśip.,We agreed.
Nagpangamuyo kami sa atubang sang sántus.,We prayed in front of the saint.
Sán’u kamo maabot halin sa Manila?,When will you arrive from Manila?
Nag’abút silá sang Domínggo.,They arrived last Sunday.
Madamo sang bunga ang sangá sang paho.,The branch of the mango tree has many fruits.
Ano ang ka-sángkad sining bag-o nga kalsada?,What is the width of this new road?
Sángkap sia sa mga kagamitan para sa iya obra.,He is well-equipped with the tools for his work.
Napali ang sanggá sang kahoy tungod sa hangin.,The twig of the tree broke due to the wind.
Nagsánghid ang íya bútkun sa lamésa.,His arm touched the table slightly.
"Sánglit wala sia diri, padayon gihapon ang obra.","Even if he is not here, the work still continues."
Matinlo ang tubig sa sapá’ sa amon baryo.,The water in the creek in our village is clean.
Ginsapák sang babáyi ang kútsukútsu.,The lady paid attention to the rumors.
May mga isda sa sulod sang sapá’sápa’ sa parke.,There are fish inside the man-made brook in the park.
May gamay nga sápat nga nagakamang sa dingding.,There is a small insect crawling on the wall.
Gindala ko sa sapatéro ang akon guba nga sapatos.,I brought my broken shoes to the shoemaker.
Bag-o ang sapátus nga ginasuksok sang bata.,The shoes the child is wearing are new.
Nagsápsap ang táwu sang káhuy.,The man chopped some wood.
Nasapú’an ku ang dúlsi sa púyu.,I found the candy in the bag.
Nagsápul ang mangá konsehál kag ang Máyor.,The councilors and the Mayor had a conference.
Ginsapúpu ku ang báta’ nga dyútay.,I took care of the small child.
Nagsapút si Alfrédo kagáb’i.,Alfredo arrived last night.
Nasarangán sang manggaránun nga táwu magpatúkud sang bángko.,The rich man was able to put up a bank.
Ano nga sarí sang sapat ini?,What kind of animal is this?
Nagbakal sia sang sárisári nga prutas sa tindahan.,She bought different kinds of fruit at the store.
Timplahan mo sing maayo ang sársa sang manok.,Season the chicken sauce well.
Nagluto si Nanay sang sarsyádo nga isda.,Mother cooked a fish dish with gravy.
Nag-abot ang sarút sa mga tanom nga paray.,A pest arrived in the rice crops.
Maayo mag-utod sang bayo ang amon sástre.,Our tailor is good at cutting clothes.
Nasat’umán ku ang natabú’.,I knew what happened.
Sa’úlu-on mo ang imo binalaybay para buwas.,Memorize your poem for tomorrow.
Ginsa’úlug námun ang íya ka’adláwan.,We celebrated his birthday.
Kanami sang ila sá’ut sa entablado.,Their dance on the stage is so nice.
Ma-sáw’a ang iya ginapakita nga pamatasan.,The behavior he is showing is indecent.
The vase she brought was made of brass.,
Sáwsaw-on mo ang tinapay sa kape.,Dip the bread into the coffee.
Nagsuksok si Lola sang iya paborito nga sáya.,Grandma wore her favorite long skirt.
Ginsayásat akú sang doktór.,The doctor examined me.
Mag-sáylu kami sa bag-o nga balay sa sunod nga bulan.,We will transfer to a new house next month.
Sáysay-on mo sa akon ang natabo kaina.,Explain to me what happened earlier.
Nagpasáyud si Cárlos nga mapakasál sya sa sunúd nga búlan.,Carlos announced that he will be married next month.
Nag-sayúp sia sa iya pagsabat sa maestra.,He committed an error in his answer to the teacher.
Sia ang paborito nga sekretaŕya sang amon boss.,She is our boss's favorite secretary.
Indi mo pag-isugid ang aton sekréto.,Do not tell our secret.
Ma-pino ang tela nga séda nga halin sa China.,The silk cloth from China is fine.
Importante ang magkuha sang segúro para sa lawas.,It is important to get health insurance.
Butangi sang sélyo ang imo sulat antes ipadala.,Put a stamp on your letter before sending it.
Isa na ka semána nga wala sia nagapakita diri.,It has been one week that he hasn't shown up here.
Ginhimo sa seménto ang kudal sang amon balay.,Our house's fence was made of cement.
Nag-atubang ang mga saksi sa sulod sang senádo.,The witnesses appeared inside the senate.
