kobrekáma	Ginahatagan niya siya sang kobrekáma.	He/She gave him/her a bedspread.
kodák	Ginbili niya ang kodák sa merkado.	He/She bought the camera at the market.
kolékta	Ginsugo siya nga kuhaon ang kolékta.	He/She was told to get the money collection in church.
koléhiyo	Nagdala siya sang koléhiyo para sa ila.	He/She brought the college for them.
kolerá	Ginpangita niya ang kolerá sa balay.	He/She looked for the cholera at home.
kolíntas	Ginpakita niya ang kolíntas sa amon.	He/She showed us the necklace.
kolór	Ang kolór ara sa ibabaw sang kahon.	The color is on top of the box.
komersyánte	Ginbutang niya ang komersyánte sa aparador.	He/She put the small-time businessman who peddles his wares moving from one town to another during market days in the cabinet.
komidór	Nabalaka siya tungod sa komidór.	He/She was worried because of the diningroom.
kompányar	Nagakompányar siya halos adlaw-adlaw.	He/She to accompany with a pianos almost every day.
kondisyón	Ang kondisyón nahulog sa salog.	The condition fell on the floor.
koného	Ginkuha niya ang koného sa iya bag.	He/She took the rabbit from his/her bag.
konsehál	Ginpautang niya ang konsehál sa iya amigo.	He/She lent the municipal councilman to his/her friend.
konsého	Ginbasa niya ang tungol sa konsého.	He/She read about the municipal council.
konsyérto	Gindilaab niya ang konsyérto sa kalayo.	He/She placed the orchestra concert near the fire.
kóntra	Ginkóntra námun silá.	We opposed them.
kontráto	Ang kontráto nabulad sa alon.	The agreement was left out in the sun.
kongkréta	Ginbuksan niya ang kongkréta sing hinay.	He/She carefully opened the concrete.
kongresísta	Ginpares niya ang kongresísta sa iya bayo.	He/She matched the congressman with his/her clothes.
kongréso	Nakita ko ang kongréso sa bintána.	I saw the congress by the window.
kópya	Ginahatagan niya siya sang kópya.	He/She gave him/her a copy, duplicate.
kordéro	Ginbili niya ang kordéro sa merkado.	He/She bought the lamb at the market.
koréo	Ginsugo siya nga kuhaon ang koréo.	He/She was told to get the mail.
kóro	Nagdala siya sang kóro para sa ila.	He/She brought the choir for them.
koróna	Ginpangita niya ang koróna sa balay.	He/She looked for the crown at home.
korpínyo	Ginpakita niya ang korpínyo sa amon.	He/She showed us the corset.
kórte	Ang kórte ara sa ibabaw sang kahon.	The shape is on top of the box.
kortesíya	Ginbutang niya ang kortesíya sa aparador.	He/She put the courtesy in the cabinet.
kortína	Nabalaka siya tungod sa kortína.	He/She was worried because of the curtain.
koryénte	Ginbantayan niya ang koryénte sing maayo.	He/She took good care of the electric wire, electric current.
kostúra	Nagkostúra si María sa báyu’ ni Nánay.	Maria sewed Mother’s dress.
kótse	Ginkuha niya ang kótse sa iya bag.	He/She took the car from his/her bag.
krayóla	Ginpautang niya ang krayóla sa iya amigo.	He/She lent the crayon to his/her friend.
kriminál	Ginbasa niya ang tungol sa kriminál.	He/She read about the criminal.
kristál	Gindilaab niya ang kristál sa kalayo.	He/She placed the crystal near the fire.
Krísto	Ginhinay-hinay niya ang Krísto.	He/She handled the jesus christ gently.
kristyáno	Ang kristyáno nabulad sa alon.	The christian was left out in the sun.
ku	Nagkubákubá ang dúghan ku.	My heart throbbed.
kúbay	Nagkúbay ang mangá tawu.	The people lined up.
kubús	Naghandum siya sang kubús nga kinabuhi.	He/She dreamed of a poor life.
kukú	Ginahatagan niya siya sang kukú.	He/She gave him/her a finger or toe nail.
kudál	Ginbili niya ang kudál sa merkado.	He/She bought the fence at the market.
kúdkud	Nagdesisyon siya nga to grate with a grater.	He/She decided to to grate with a grater.
kudkurán	Nagdala siya sang kudkurán para sa ila.	He/She brought the grater for them.
kúdlit	I drew on the paper.	Ginkugá’ ku ang idú’.
kúgmat	Ginpakita niya ang kúgmat sa amon.	He/She showed us the terror, dread.
kúgus	Gintudluan siya kon paano magkúgus.	He/She was taught how to to bear.
kúhit	Nagpugos sila sa iya nga to touch slightly to draw attention.	They forced him/her to to touch slightly to draw attention.
kulá	Nabalaka siya tungod sa kulá.	He/She was worried because of the glue.
kulákig	Palangga nila ang kulákig nga lugar.	They love the sickly place.
kulámug	Ang kulámug nahulog sa salog.	The dried mucus in the nose fell on the floor.
kúlang	Nagkúlang ang mangá libro pára sa kláse.	The books were not enough for the class.
kulíhut	Nagtahod siya kulíhut sa tigulang.	He/She respectfully treated the elder last.
kulú	Ginbasa niya ang tungol sa kulú.	He/She read about the breadfruit.
kulúb	Nagkulúb ang yahúng.	The bowl turned over.
kúlun	Ginhinay-hinay niya ang kúlun.	He/She handled the clay cooking pot gently.
kulúng	Malipay siya kon makakulúng siya.	He/She is happy when able to to cage.
kulyápis	Ginpahayag niya ang iyang kulyápis nga pagbati.	He/She expressed his/her emaciated feelings.
kumbúya	Ginpares niya ang kumbúya sa iya bayo.	He/She matched the partner with his/her clothes.
kumbuyahán	Nakita ko ang kumbuyahán sa bintána.	I saw the company by the window.
kumpaníya	Ginahatagan niya siya sang kumpaníya.	He/She gave him/her a company.
kumpáre	Ginbili niya ang kumpáre sa merkado.	He/She bought the comrade at the market.
kumpisár	Ginsugo siya nga kuhaon ang kumpisár.	He/She was told to get the confession.
kúmud	Nagkúmud si Maria sa kwárto kay walá’ sya pagbákli sang sapátus.	Maria sulked in the room because no one bought her a new pair of shoes.
kún	Walá’ man sya dirá’ sa baláy kundí’ malakát naláng kitá, a.	We might as well go.
kundíman	Ginpakita niya ang kundíman sa amon.	He/She showed us the this.
kunú	This is a quoting particle.	Makádtu sya kunú sa Pampánga.
kunúl	Nagkunúl ang subá’.	The river ran dry.
kunúp	Nabalaka siya tungod sa kunúp.	He/She was worried because of the cloak.
kunút	Nagkunút ang íya ágtang pagkabatí nya sang notísya.	His forehead wrinkled when he heard the news.
kúnyag	Ang kúnyag nahulog sa salog.	The chill, cold chill fell on the floor.
kúpkup	Nagkupú ang súksuk sa díngding.	The lizard clinged to the wall.
kúra	Ginpautang niya ang kúra sa iya amigo.	He/She lent the pastor of a parish to his/her friend.
kúrba	Nagkúrba ang alámbre.	The wire curved.
kurbáda	Gindilaab niya ang kurbáda sa kalayo.	He/She placed the street corner near the fire.
kurbáta	Nagkúri’ sya magka’ún.	He slowed down his eating.
kuribúng	Ginsugo siya nga to isolate in a quiet room.	He/She was told to to isolate in a quiet room.
kurinút	Nagkurinút ang papél.	The paper is wrinkled.
kuríng	Ginpares niya ang kuríng sa iya bayo.	He/She matched the cat with his/her clothes.
kurisúng	Nakita ko ang kurisúng sa bintána.	I saw the frown by the window.
kúrit	Ginahatagan niya siya sang kúrit.	He/She gave him/her a line, mark, pencil mark.
kúrug	Nagakúrug siya halos adlaw-adlaw.	He/She to shivers almost every day.
kusámkusám	Gintudluan siya kon paano magkusámkusám.	He/She was taught how to to taste.
kúskus	Nagpugos sila sa iya nga to scrape with a sharp instrument or with a scraper.	They forced him/her to to scrape with a sharp instrument or with a scraper.
kusína	Ginpangita niya ang kusína sa balay.	He/She looked for the kitchen at home.
kusinéro	Ginpakita niya ang kusinéro sa amon.	He/She showed us the cook.
kusípad	Nagkusípad kamí sang ma’ís.	We picked corn grains.
kusúg	Nagkusúg si Senén sang pagdakú’ nya.	Senen grew stronger as he became older.
kutáwkutáw	Nagsugod na siya nga to dilute.	He/She has already begun to to dilute.
kútkut	Nagkútkut kamí pára sa bubún.	We excavated for a well.
kutíng	Ang kutíng nahulog sa salog.	The kitten fell on the floor.
kutíngkúting	Nagkutíngkúting ánay sya sa gitára bágo magkánta.	He strummed the guitar first, before he started his song.
kútis	Ginpautang niya ang kútis sa iya amigo.	He/She lent the skin complexion to his/her friend.
kutsára	Ginbasa niya ang tungol sa kutsára.	He/She read about the tablespoon.
kutsaríta	Gindilaab niya ang kutsaríta sa kalayo.	He/She placed the teaspoon near the fire.
kutséro	Ginhinay-hinay niya ang kutséro.	He/She handled the coachman gently.
kutsílyo	Ang kutsílyo nabulad sa alon.	The knife was left out in the sun.
kútsukútsu	Ginbuksan niya ang kútsukútsu sing hinay.	He/She carefully opened the rumor, hearsay.
kutsún	Ginpares niya ang kutsún sa iya bayo.	He/She matched the cushion with his/her clothes.
kútub	Nagpangabuhi siya kútub nga walay reklamo.	He/She lived until without complaint.
kutúl	Gintudluan siya kon paano magkutúl.	He/She was taught how to to pick.
kútut	Ginkútut sang búyug ang báta’.	The bee stung the child.
kuyámpad	Nagkuyámpad silá sa plása.	They ran to the plaza.
kúymi	Nagdala siya sang kúymi para sa ila.	He/She brought the cashier for them.
kwadérno	Ginpangita niya ang kwadérno sa balay.	He/She looked for the notebook at home.
kwádra	Ginpakita niya ang kwádra sa amon.	He/She showed us the stable.
kwádro	Ang kwádro ara sa ibabaw sang kahon.	The frame is on top of the box.
kwáku	Ginbutang niya ang kwáku sa aparador.	He/She put the pipe in the cabinet.
kwán	Ginsulat niya ang kwán sa iyang papel.	He/She wrote the word whatchamacallit on his/her paper.
kwarénta	Ginagamit ang kwarénta sa pagpahayag sang pagbati.	The word forty is used to express feelings.
kwárta	Ang kwárta nahulog sa salog.	The money fell on the floor.
kwártakwárta	Ginkuha niya ang kwártakwárta sa iya bag.	He/She took the play money from his/her bag.
kwárto	Ginpautang niya ang kwárto sa iya amigo.	He/She lent the room to his/her friend.
kwátro	Ang kwátro makita sa daghan nga pahayag.	The particle four appears in many expressions.
kwéba	Gindilaab niya ang kwéba sa kalayo.	He/She placed the cave near the fire.
kwélyo	Ginhinay-hinay niya ang kwélyo.	He/She handled the collar gently.
kwénta	Ang kwénta nabulad sa alon.	The account, balance account was left out in the sun.
kwérdas	Ginbuksan niya ang kwérdas sing hinay.	He/She carefully opened the string for a string instrument.
kwítis	Pagkúha’ na dá’an sang pápel.	Get a paper beforehand.
dabádabá	Nagdabádabá ang kaláyu.	The fire blazed.
dábdab	Ginahatagan niya siya sang dábdab.	He/She gave him/her a flare, flame, blaze.
dábuk	Gindumdom niya nga to kindle a fire agad.	He/She remembered to to kindle a fire right away.
dabúdabú	Ginsugo siya nga kuhaon ang dabúdabú.	He/She was told to get the shower.
dakbánwa	Nagdakú’ ang báta’.	The child has grown bigger.
dakúp	Nagdakúp silá sang ísda’.	They caught a fish.
dagámi	Ginpakita niya ang dagámi sa amon.	He/She showed us the hay.
dágat	Ang dágat ara sa ibabaw sang kahon.	The sea is on top of the box.
dagát	Ginbutang niya ang dagát sa aparador.	He/She put the seasickness, nausea in the cabinet.
dágdag	May dágdag ini? Do you give extra for this? v     /ma-, -un/ to let fall, to drop, to add something extra to a purchase.	Gindágdag ku ang líbro.
dagum	Nagdagúsu’ ang mangá táwu sa aksidénte.	The people crowded around the scene of the accident.
dágway	Ang dágway nahulog sa salog.	The facial expression, shape, posture fell on the floor.
dahúm	Ginkuha niya ang dahúm sa iya bag.	He/She took the expectations, anticipation from his/her bag.
dáhun	Ginpautang niya ang dáhun sa iya amigo.	He/She lent the leaf to his/her friend.
dalá	Nahadlok siya nga to bring.	He/She was afraid to to bring.
dalág	Ang dalág nga pagkaon ginhan-ok niya.	He/She savored the yellow food.
dalága	Ginhinay-hinay niya ang dalága.	He/She handled the unmarried girl gently.
dalágan	Gintudluan siya kon paano magdalágan.	He/She was taught how to to run.
dalagíta	Ginbuksan niya ang dalagíta sing hinay.	He/She carefully opened the young girl between the age of ten years old to about fifteen years old.
dalámhak	Ang dalámhak nga hangin naghuyop gikan sa amihon.	A wayward wind blew from the north.
dálan	Nakita ko ang dálan sa bintána.	I saw the street by the window.
dalándan	Nagdalándan ang báta’ sa hágdan.	The child slid down the stairs.
daláwat	Gin-agda siya nga to buy cereal sang iya pamilya.	His/Her family invited him/her to to buy cereal.
dáldal	Gindáldal ni María si Joséfa.	Maria talked against Josefa.
dalísay	Ginsuportahan nila ang dalísay nga kabataan.	They supported the pure, immaculate, untainted youth.
dalúk	Ang dalúk nga tubig gin-inom niya.	He/She drank the selfish water.
dalúdo	Nagdalúdu ang subá’.	The river flooded the area.
dálum	Ang iyang dálum nga ngirit nagpasadya sa amon.	His/Her deep smile made us happy.
dalúndun	Naghulat siya agod to carry.	He/She waited in order to to carry.
damán	Nagpadáman si Josefína kagáb’i.	Josefina had a nightmare last night.
damáng	Ginbantayan niya ang damáng sing maayo.	He/She took good care of the spider.
dámgu	Ang dámgu nahulog sa salog.	The dream fell on the floor.
dámhag	Nagdámhag ang báta’ sa salúg.	The child fell headlong on the floor.
dámpig	Ginplano nila nga to help sa Sabado.	They planned to to help on Saturday.
damúg	Ginbasa niya ang tungol sa damúg.	He/She read about the of pigs.
damuhál	Nagtamaya siya sang damuhál nga bunga.	He/She enjoyed the rude fruit.
dámul	Ginpahayag niya ang iyang dámul nga pagbati.	He/She expressed his/her thick feelings.
dánlug	Nagtinguha siya nga to slide sing husto.	He/She tried hard to to slide properly.
dángat	Gindángat ni Mário ang Lunéta sa lakát.	Mario reached Luneta by walking.
dangúp	Nagpanghimos siya agod to take refuge.	He/She prepared so he/she could to take refuge.
dapádapá	Nakita ko ang dapádapá sa bintána.	I saw the sole of the feet by the window.
dápat	Dápat makúha’ nátun ang eksámin.	It is necessary that we take the examination.
dápaw	Ginbili niya ang dápaw sa merkado.	He/She bought the chicken flea at the market.
dapáy	Ginsugo siya nga kuhaon ang dapáy.	He/She was told to get the hawk.
dapít	Ginpili niya ang dapít nga dalan.	He/She chose the near path.
dáplus	Nagdáplus ang kutsílyo sa kamút ku.	The knife slid off my hand.
dapúg	Nagdáp’ung sila sa íla lagwérta.	They had a bonfire in their yard.
dápyus	Nagdápyus ang ti’íl ku sa lápuk.	My foot slid in the mud.
dásig	Nagbuhat siya sang iyang trabaho dásig.	He/She did his/her work quickly, faster.
dasúk	Nagdasú’dasú’ si María nga malakát pakádtung Rússia.	Maria rushed into leaving for Russia.
dasún	Nadá’ut ang reputasyón nya sang natabú’.	Her reputation was damaged after the incident.
dayán	Ginplano nila nga to walk or stroll about sa Sabado.	They planned to to walk or stroll about on Saturday.
dáyaw	Gindáyaw ang ímu trabáho sa eskwelahán.	Your work was commended in school.
dayáw	Ang dayáw nga tubig gin-inom niya.	He/She drank the capricious water.
dáyun	Nagpadáyun ang Presidénte sa paghámbal.	The President went on speaking.
de	De motor ang íya barútu.	His canoe is motorized.
debóto	Palangga nila ang debóto nga lugar.	They love the devout place.
dekolór	Ang dekolór nga pagkaon ginhan-ok niya.	He/She savored the multi-colored food.
dekorá	Nagdekora kamí sang baylíhan.	We decorated the ballroom.
delárgo	Ginpares niya ang delárgo sa iya bayo.	He/She matched the long pants for men with his/her clothes.
demokrásya	Nakita ko ang demokrásya sa bintána.	I saw the democracy by the window.
demónyo	Ginahatagan niya siya sang demónyo.	He/She gave him/her a devil.
dentísta	Ginbili niya ang dentísta sa merkado.	He/She bought the dentist at the market.
desgrásya	Nadesgrásya ang bus kahápun.	The bus met an accident yesterday.
desisyón	Nagdala siya sang desisyón para sa ila.	He/She brought the decision for them.
destíno	Ginpangita niya ang destíno sa balay.	He/She looked for the destination at home.
Desyémbre	Ginpakita niya ang Desyémbre sa amon.	He/She showed us the december.
debúhu	Ang debúhu ara sa ibabaw sang kahon.	The design is on top of the box.
diksyonáryo	Ginbutang niya ang diksyonáryo sa aparador.	He/She put the dictionary in the cabinet.
díkta	Nagdíkta ang ma’éstra sa kláse.	The teacher dictated in class.
didál	Ginbantayan niya ang didál sing maayo.	He/She took good care of the thimble.
dilántu	Nagdilántu ang ákun negósyo.	My business expanded.
dílap	Gindilápan akú sang idú’.	The dog licked me.
dimát	Nadímat ang turísta sang Lunéta.	The tourist was attracted to Luneta.
díngding	Ginbasa niya ang tungol sa díngding.	He/She read about the wall of a building.
dingút	Ang dingút nga hangin naghuyop gikan sa amihon.	A stingy, miserly, selfish wind blew from the north.
direktór	Ginhinay-hinay niya ang direktór.	He/She handled the director gently.
diskúrso	Ang diskúrso nabulad sa alon.	The speech, talk was left out in the sun.
disgústo	Nagdisgústo si María kay Ana.	Maria and Ana had a misunderstanding.
disimulár	Gindisimulár naláng námun kay makahulúya’.	We tried to overlook it because it was shameful.
disiplína	Nakita ko ang disiplína sa bintána.	I saw the discipline by the window.
disprás	Ginahatagan niya siya sang disprás.	He/She gave him/her a masquerade.
diwál	Gindiwalán sang báta’ ang ma’estro.	The child stuck his tongue out at the teacher.
díyas	Ginsugo siya nga kuhaon ang díyas.	He/She was told to get the birthday.
dóble	Palangga nila ang dóble nga lugar.	They love the double place.
doktór	Ginpangita niya ang doktór sa balay.	He/She looked for the doctor at home.
Dódong	Ginpakita niya ang Dódong sa amon.	He/She showed us the young boy from about age one to fifteen.
Domínggo	Ang Domínggo ara sa ibabaw sang kahon.	The sunday is on top of the box.
-dor	Kobradór ang íya tátay.	His father is a collector.
dormitóryo	Nabalaka siya tungod sa dormitóryo.	He/She was worried because of the dormitory.
dós	Ang dós makita sa daghan nga pahayag.	The particle two appears in many expressions.
dóse	Ginsulat niya ang dóse sa iyang papel.	He/She wrote the word twelve on his/her paper.
doséna	Nagdú’aw kamí kay Mariáno sa ospitál.	We visited Mariano in the hospital.
dúkduk	Nagdúkduk silá sang ma’ís.	They ground some corn.
dukuménto	Ginbasa niya ang tungol sa dukuménto.	He/She read about the document.
dukút	Nagsugod na siya nga to stick to.	He/She has already begun to to stick to.
dúda	Ginhinay-hinay niya ang dúda.	He/She handled the doubt, suspicion gently.
dúgang	Nagdúgang ang trabáho.	The work increased.
dúgay	Nagdúgay kamí sa eskwelahán.	We stayed a long time in school.
dugáydugáy	Nagsulat siya sang sulat dugáydugáy.	He/She wrote the letter in a little while.
dúgkal	Naghulat siya agod to thrust.	He/She waited in order to to thrust.
dúghan	Ginahatagan niya siya sang dúghan.	He/She gave him/her a bosom.
dúgmuk	Wala siya sang gana nga to crush.	He/She had no desire to to crush.
dúguk	Nagdesisyon siya nga to join.	He/She decided to to join.
dugús	Nagdala siya sang dugús para sa ila.	He/She brought the honey for them.
dúgwak	Ginpangita niya ang dúgwak sa balay.	He/She looked for the swan at home.
dúhadúha	Nagadúhadúha siya halos adlaw-adlaw.	He/She to doubts almost every day.
duhá	Gintuon nila ang paggamit sang duhá.	They studied the use of two.
dúhul	Gindúhul sang kartéro ang sulát.	The mailman delivered the letter personally.
dúlang	Nabalaka siya tungod sa dúlang.	He/She was worried because of the mine.
dúlhug	Nagdulhug ang báta’.	The child slid down.
dúlingdúling	Nagdúlingdúling si Pédro pa’úli’.	Pedro staggered home.
dúlug	Nagdúlug ang dyip sa baláy.	The jeepney stopped at home.
dulúm	Nagdulúm ang kalibútan pag’abút sang gáb’i.	The world turned dark with the coming of night.
dulúnan	Ginbasa niya ang tungol sa dulúnan.	He/She read about the boundary.
dúlung	Nagpadúlung si José sa eskwelahán.	Jose went in the direction of the school.
dulúnggan	Ginhinay-hinay niya ang dulúnggan.	He/She handled the ear gently.
dúlut	Nagdúlut si Cárlos sang búlak sa ákun.	Carlos gave me a flower.
dúlsi	Ginbuksan niya ang dúlsi sing hinay.	He/She carefully opened the candy.
dumála	Ginsugo siya nga to manage.	He/She was told to to manage.
dúmdum	Gindumíli ang paghabúy sang papél.	The throwing of paper was prohibited.
dúmug	Nagdesisyon siya nga to scuffle.	He/She decided to to scuffle.
dumút	Gindúmtan si Manuél sang mangá táwu.	Manuel was begrudged by the people.
dunút	Nadúnut ang mansánas.	The apple rotted.
dúngan	Nagdúngan silá paghámbal.	They talked at the same time.
dúnglay	Nagdúnglay ang báta’ sa a bága ku.	The child inclined his head on my shoulder.
dungúk	Nagpugos sila sa iya nga to look down.	They forced him/her to to look down.
dungúg	Ang dungúg ara sa ibabaw sang kahon.	The honor, fame, reputation is on top of the box.
dúsdus	Gindumdom niya nga to push agad.	He/She remembered to to push right away.
dúyan	Nabalaka siya tungod sa dúyan.	He/She was worried because of the swing, cradle, crib, hammock.
dúyu	Naghandum siya sang dúyu nga kinabuhi.	He/She dreamed of a dejected life.
dwénde	Ang dwénde nahulog sa salog.	The dwarf fell on the floor.
dyés	Ang dyés makita sa daghan nga pahayag.	The particle ten appears in many expressions.
dyíp	Ginpautang niya ang dyíp sa iya amigo.	He/She lent the jeepney to his/her friend.
Dyús	Ginbasa niya ang tungol sa Dyús.	He/She read about the god.
dyútay	Ang dyútay nga dalaga naglakat sing hinay.	The tiny young woman walked slowly.
ebanghélyo	Ginhinay-hinay niya ang ebanghélyo.	He/She handled the gospel gently.
eklípsi	Ang eklípsi nabulad sa alon.	The eclipse was left out in the sun.
eksámin	Ginbuksan niya ang eksámin sing hinay.	He/She carefully opened the examination, test.
edád	Ginpares niya ang edád sa iya bayo.	He/She matched the age with his/her clothes.
eh	Ginagamit ang eh sa pagpahayag sang pagbati.	The word filler which can mean is used to express feelings.
eleksyón	Ginahatagan niya siya sang eleksyón.	He/She gave him/her a election.
embahadór	Ginbili niya ang embahadór sa merkado.	He/She bought the ambassador at the market.
empanáda	Ginsugo siya nga kuhaon ang empanáda.	He/She was told to get the native pie of meat baked with pastry crust.
empleyádo	Nagdala siya sang empleyádo para sa ila.	He/She brought the employee for them.
Enéro	Ginpangita niya ang Enéro sa balay.	He/She looked for the january at home.
enhenyéro	Ginpakita niya ang enhenyéro sa amon.	He/She showed us the engineer.
ensaláda	Ang ensaláda ara sa ibabaw sang kahon.	The salad is on top of the box.
entabládo	Ginbutang niya ang entabládo sa aparador.	He/She put the platform in the cabinet.
éntra	Nagsugod na siya nga to go in.	He/She has already begun to to go in.
entyénde	Ginkinahanglan nila ang magentyénde.	They needed to to understand.
Englatéra	Ang Englatéra nahulog sa salog.	The england fell on the floor.
epektíbo	Kilala siya bilang epektíbo nga tawo.	He/She is known as a effective person.
-ero	Basuréro si Ricárdo.	Ricardo is a garbageman.
eropláno	Ginbasa niya ang tungol sa eropláno.	He/She read about the airplane.
eskándalo	Gindilaab niya ang eskándalo sa kalayo.	He/She placed the scandal near the fire.
eskiníta	Ginhinay-hinay niya ang eskiníta.	He/She handled the aisle gently.
eskóba	Ang eskóba nabulad sa alon.	The of shoes was left out in the sun.
eskultór	Ginbuksan niya ang eskultór sing hinay.	He/She carefully opened the sculptor.
eskwéla	Ginpares niya ang eskwéla sa iya bayo.	He/She matched the student with his/her clothes.
eskwelahán	Nakita ko ang eskwelahán sa bintána.	I saw the school house by the window.
eséna	Ginahatagan niya siya sang eséna.	He/She gave him/her a screen.
espáda	Ginbili niya ang espáda sa merkado.	He/She bought the sword at the market.
Espánya	Ginsugo siya nga kuhaon ang Espánya.	He/She was told to get the spain.
Espanyól	Nagdala siya sang Espanyól para sa ila.	He/She brought the spanish for them.
espíritu	Ginpangita niya ang espíritu sa balay.	He/She looked for the soul at home.
espíya	Ginpakita niya ang espíya sa amon.	He/She showed us the agent, spy.
espóngha	Ang espóngha ara sa ibabaw sang kahon.	The powder puff is on top of the box.
estádo	Ginbutang niya ang estádo sa aparador.	He/She put the state in the cabinet.
Estádos	Nabalaka siya tungod sa Estádos.	He/She was worried because of the united states.
estánte	Ginbantayan niya ang estánte sing maayo.	He/She took good care of the shelf.
estár	Nag’estar kamí sa Iloílo sang ísa ka tú’ig.	We lived in Iloilo for a year.
estasyón	Ginkuha niya ang estasyón sa iya bag.	He/She took the station from his/her bag.
estátwa	Ginpautang niya ang estátwa sa iya amigo.	He/She lent the statue to his/her friend.
estudyánte	Ginbasa niya ang tungol sa estudyánte.	He/She read about the learner.
fálda	Gindilaab niya ang fálda sa kalayo.	He/She placed the ladies skirt near the fire.
famílya	Ginhinay-hinay niya ang famílya.	He/She handled the family gently.
Febréro	Ang Febréro nabulad sa alon.	The february was left out in the sun.
floréra	Ginbuksan niya ang floréra sing hinay.	He/She carefully opened the flower vase.
Fránsya	Ginpares niya ang Fránsya sa iya bayo.	He/She matched the france with his/her clothes.
gábi	Nakita ko ang gábi sa bintána.	I saw the taro by the window.
gabinéte	Ginahatagan niya siya sang gabinéte.	He/She gave him/her a cabinet.
gabúk	Nagábuk ang káhuy.	The tree decayed.
gábut	Nagpanghimos siya agod to pull out.	He/She prepared so he/she could to pull out.
gáhit	Gin-agda siya nga to clear the way by cutting off grass sang iya pamilya.	His/Her family invited him/her to to clear the way by cutting off grass.
gáhud	Dako ang iyang gáhud nga tagipusuon.	He/She has a noisy, bothersome heart.
gahúm	Ginpakita niya ang gahúm sa amon.	He/She showed us the power, authority, precedence.
gálab	Naggálab ang mangungúmaqsang humáy.	The farmer gathered rice.
galánte	Ang galánte nga balay ginpalit nila.	They bought the gallant house.
galapún	Nabalaka siya tungod sa galapún.	He/She was worried because of the bottle.
galatúng	Ginbantayan niya ang galatúng sing maayo.	He/She took good care of the firewood.
gáling	Ginsugo siya nga to mill.	He/She was told to to mill.
galingán	Ginkuha niya ang galingán sa iya bag.	He/She took the grinder from his/her bag.
galón	Ginpautang niya ang galón sa iya amigo.	He/She lent the gallon to his/her friend.
galyétas	Ginbasa niya ang tungol sa galyétas.	He/She read about the crackers.
gamáy	Ang iyang gamáy nga ngirit nagpasadya sa amon.	His/Her small smile made us happy.
gámhun	Ginhinay-hinay niya ang gámhun.	He/She handled the fog gently.
gámit	Gintudluan siya kon paano maggámit.	He/She was taught how to to use.
gamósa	Ginpili niya ang gamósa nga dalan.	He/She chose the velvety path.
gamú	Naggamú ang pláno kay walá’ nagka’-entyendíhan.	The plans got confused because there was no understanding.
gamút	Nakita ko ang gamút sa bintána.	I saw the root by the window.
gána	Ginahatagan niya siya sang gána.	He/She gave him/her a appetite.
ganánsya	Gáni’ makádtu nalanǵ kamí.	Therefore we will go.
gánit	Nagsugod na siya nga to pinch.	He/She has already begun to to pinch.
gántang	Nagdala siya sang gántang para sa ila.	He/She brought the ganta for them.
gantángan	Ginpangita niya ang gantángan sa balay.	He/She looked for the wooden measuring box with a volume content of approximately one ganta or three liters at home.
gánsa	Ginpakita niya ang gánsa sa amon.	He/She showed us the goose.
gansál	Naggansál ang makiná.	The machine made such a racket.
gánuy	Naghulat siya agod to drag behind.	He/She waited in order to to drag behind.
gápas	Gingápas námun ang mangá púnu’ sang ságing.	We cut down the banana plants.
gápus	Gingápus si Juán sang mangá tulisán.	Juan was bound by the robbers.
gárab	Gingará’ si Ágnes ni Márta sa síni.	Martha persuaded Agnes to go to the movie with her.
garáhi	Ginkuha niya ang garáhi sa iya bag.	He/She took the garage from his/her bag.
garantíya	Ginpautang niya ang garantíya sa iya amigo.	He/She lent the guarantee to his/her friend.
garúk	Naghandum siya sang garúk nga kinabuhi.	He/She dreamed of a corrupt, depraved life.
garút	Ang garút nga hangin naghuyop gikan sa amihon.	A tough wind blew from the north.
gástos	Naggástos kamí sang madámu’ pagkádtu námun sa Hongkong.	We spent a lot when we went to Hong Kong.
gátas	Ang gátas nabulad sa alon.	The milk was left out in the sun.
gatúmbal	Ginbuksan niya ang gatúmbal sing hinay.	He/She carefully opened the pepper.
gátung	Nagpanghimos siya agod to burn as firewood.	He/She prepared so he/she could to burn as firewood.
gatús	Nagga’úd si Juán.	Juan paddled.
gáwa	Naggáwa si Nánay.	Mother looked out of the window.
gáwad	Ginkinahanglan nila ang maggáwad.	They needed to to get at a price.
gáwgaw	Ginsugo siya nga kuhaon ang gáwgaw.	He/She was told to get the starch.
gayún	Palangga nila ang gayún nga lugar.	They love the gorgeous place.
géra	Naggéra sa Vietnam.	There was war in Vietnam.
gíkan	Naggíkan iní sa Mindanáo.	This came from Mindanao.
gíd	Gintuon nila ang paggamit sang gíd.	They studied the use of very.
gihápun	Nagpangabuhi siya gihápun nga walay reklamo.	He/She lived always without complaint.
gilayún	Nagtahod siya gilayún sa tigulang.	He/She respectfully treated the elder soon.
gín-	Ginagamit ang gín- sa pagpahayag sang pagbati.	The word general completed -un affix is used to express feelings.
ginamús	Ang ginamús nahulog sa salog.	The native fish sauce made out of marinated fish fell on the floor.
ginháwa	Nagginháwa pa si Cárlos.	Carlos was still breathing.
ginikánan	Ginpautang niya ang ginikánan sa iya amigo.	He/She lent the parent to his/her friend.
gisá	Gingisá sang kusinéro ang áhos kag sibúyas.	The cook sauted the garlic and the onions.
